ticket_id,category,ticket_text,nearest_attack_id,nearest_attack_name,nearest_attack_class,similarity
TKT00261,mechanical,Crusher liner wear beyond limit at TAILINGS-01. Production rate reduced until the liner is replaced.,M0935,Limit Access to Resource Over Network,mitigation,0.166
TKT00293,mechanical,Crusher liner wear beyond limit at TAILINGS-01. Production rate reduced until the liner is replaced.,M0935,Limit Access to Resource Over Network,mitigation,0.166
TKT00083,mechanical,Crusher liner wear beyond limit at WORKSHOP-01. Production rate reduced until the liner is replaced.,M0935,Limit Access to Resource Over Network,mitigation,0.166
TKT00282,mechanical,Conveyor drive bearing at TAILINGS-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00265,instrumentation,"Sensor AST-0048 at WORKSHOP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00116,mechanical,Conveyor drive bearing at CAMP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00288,mechanical,Conveyor drive bearing at TAILINGS-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00296,mechanical,Conveyor drive bearing at CAMP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00171,mechanical,Conveyor drive bearing at WORKSHOP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00059,instrumentation,"Sensor AST-0110 at CAMP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00123,mechanical,Conveyor drive bearing at WORKSHOP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00317,instrumentation,"Sensor AST-0081 at TAILINGS-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00196,instrumentation,"Sensor AST-0111 at CAMP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00213,mechanical,Conveyor drive bearing at WORKSHOP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00318,instrumentation,"Sensor AST-0035 at TAILINGS-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00075,mechanical,Conveyor drive bearing at WORKSHOP-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.162
TKT00281,instrumentation,"Sensor AST-0188 at CAMP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00161,instrumentation,"Sensor AST-0135 at CAMP-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00144,instrumentation,"Sensor AST-0095 at TAILINGS-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",T1692.002,Reporting Message,technique,0.162
TKT00038,network_fault,Intermittent link loss between the PIT-B radio bridge and the core switch. RDP sessions from AST-0051 time out during the fault window.,A0012,Jump Host,asset,0.161
TKT00089,instrumentation,"Sensor AST-0108 at PLANT-01 reporting values outside the calibrated range. Calibration certificate expired, technician assigned.",S0608,Conficker,malware,0.161
TKT00304,access_request,Offboarding: disable account cont086 and revoke remote access tokens issued for PLANT-01.,M0935,Limit Access to Resource Over Network,mitigation,0.16
TKT00081,access_request,Offboarding: disable account main044 and revoke remote access tokens issued for PLANT-01.,M0935,Limit Access to Resource Over Network,mitigation,0.16
TKT00279,network_fault,Firewall rule change blocked SNMP polling to AST-0032; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.157
TKT00074,network_fault,Firewall rule change blocked SNMP polling to AST-0023; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.157
TKT00276,network_fault,Firewall rule change blocked MQTT polling to AST-0065; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.157
TKT00148,network_fault,DHCP exhaustion at PIT-B; new devices cannot obtain an address. Affected range includes 137.163.5.41.,DC0107,Process History/Live Data,data_component,0.155
TKT00062,network_fault,DHCP exhaustion at HQ-WHK; new devices cannot obtain an address. Affected range includes 105.162.156.156.,DC0107,Process History/Live Data,data_component,0.155
TKT00259,mechanical,Pump seal failure at the PLANT-01 dewatering station. Standby pump started automatically.,S0608,Conficker,malware,0.155
TKT00061,network_fault,DHCP exhaustion at PIT-B; new devices cannot obtain an address. Affected range includes 69.197.221.12.,DC0107,Process History/Live Data,data_component,0.155
TKT00082,network_fault,DHCP exhaustion at HQ-WHK; new devices cannot obtain an address. Affected range includes 210.92.96.235.,DC0107,Process History/Live Data,data_component,0.155
TKT00177,network_fault,DHCP exhaustion at PIT-A; new devices cannot obtain an address. Affected range includes 12.223.75.118.,DC0107,Process History/Live Data,data_component,0.155
TKT00241,network_fault,DHCP exhaustion at PIT-A; new devices cannot obtain an address. Affected range includes 134.181.211.169.,DC0107,Process History/Live Data,data_component,0.155
TKT00314,mechanical,Pump seal failure at the PLANT-01 dewatering station. Standby pump started automatically.,S0608,Conficker,malware,0.155
TKT00090,mechanical,Pump seal failure at the PLANT-01 dewatering station. Standby pump started automatically.,S0608,Conficker,malware,0.155
TKT00197,mechanical,Crusher liner wear beyond limit at PLANT-01. Production rate reduced until the liner is replaced.,S0608,Conficker,malware,0.154
TKT00097,network_fault,Intermittent link loss between the PORT-WVB radio bridge and the core switch. HTTPS sessions from AST-0050 time out during the fault window.,T0846.001,Port Scan,technique,0.153
TKT00103,network_fault,Intermittent link loss between the PIT-A radio bridge and the core switch. MQTT sessions from AST-0006 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.153
TKT00024,security_incident,Possible credential sharing: the same account it059 authenticated from 58.213.148.79 and a second address within a few minutes. Access review requested for CAMP-01.,T0859,Valid Accounts,technique,0.152
TKT00147,security_incident,Possible credential sharing: the same account supe109 authenticated from 210.130.243.104 and a second address within a few minutes. Access review requested for CAMP-01.,T0859,Valid Accounts,technique,0.152
TKT00160,security_incident,Possible credential sharing: the same account ot053 authenticated from 71.240.139.15 and a second address within a few minutes. Access review requested for CAMP-01.,T0859,Valid Accounts,technique,0.152
TKT00270,security_incident,Possible credential sharing: the same account mine090 authenticated from 73.77.109.193 and a second address within a few minutes. Access review requested for TAILINGS-01.,T0859,Valid Accounts,technique,0.152
TKT00098,mechanical,Pump seal failure at the PIT-B dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00242,mechanical,Pump seal failure at the PIT-A dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00026,mechanical,Pump seal failure at the HQ-WHK dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00044,mechanical,Pump seal failure at the PIT-A dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00299,mechanical,Pump seal failure at the PIT-B dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00112,mechanical,Pump seal failure at the PIT-B dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.151
TKT00056,security_incident,Unusual SNMP traffic observed from AST-0157 at PIT-A towards 159.119.162.245. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.15
TKT00070,security_incident,Unusual MQTT traffic observed from AST-0179 at HQ-WHK towards 183.118.231.202. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.15
TKT00010,security_incident,Unusual SNMP traffic observed from AST-0011 at HQ-WHK towards 196.6.242.219. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.15
TKT00232,mechanical,Conveyor drive bearing at PLANT-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.149
TKT00305,mechanical,Conveyor drive bearing at PLANT-01 running hot. Vibration readings above the alarm threshold; replacement scheduled for the next shutdown.,DC0005,Scheduled Job Metadata,data_component,0.149
TKT00138,access_request,Request to open DNP3 from the vendor network to AST-0145 for diagnostics. Security review required before the rule is added.,T0885,Commonly Used Port,technique,0.148
TKT00014,mechanical,Pump seal failure at the PORT-WVB dewatering station. Standby pump started automatically.,T0846.001,Port Scan,technique,0.144
TKT00181,mechanical,Pump seal failure at the PORT-WVB dewatering station. Standby pump started automatically.,T0846.001,Port Scan,technique,0.144
TKT00095,security_incident,Unusual RDP traffic observed from AST-0087 at PIT-A towards 167.43.9.72. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.143
TKT00135,security_incident,Possible credential sharing: the same account cont018 authenticated from 74.120.21.109 and a second address within a few minutes. Access review requested for PLANT-01.,T0859,Valid Accounts,technique,0.141
TKT00204,network_fault,Intermittent link loss between the CAMP-01 radio bridge and the core switch. RDP sessions from AST-0115 time out during the fault window.,A0012,Jump Host,asset,0.141
TKT00093,security_incident,Possible credential sharing: the same account mine090 authenticated from 192.91.173.195 and a second address within a few minutes. Access review requested for PLANT-01.,T0859,Valid Accounts,technique,0.141
TKT00109,security_incident,Possible credential sharing: the same account vend073 authenticated from 66.229.6.42 and a second address within a few minutes. Access review requested for PLANT-01.,T0859,Valid Accounts,technique,0.141
TKT00042,network_fault,DHCP exhaustion at TAILINGS-01; new devices cannot obtain an address. Affected range includes 14.155.135.171.,DC0107,Process History/Live Data,data_component,0.14
TKT00111,security_incident,Unusual SNMP traffic observed from AST-0192 at PIT-A towards 159.25.80.120. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.14
TKT00114,network_fault,DHCP exhaustion at CAMP-01; new devices cannot obtain an address. Affected range includes 192.95.17.145.,DC0107,Process History/Live Data,data_component,0.14
TKT00167,network_fault,DHCP exhaustion at WORKSHOP-01; new devices cannot obtain an address. Affected range includes 201.222.248.218.,DC0107,Process History/Live Data,data_component,0.14
TKT00269,network_fault,DHCP exhaustion at CAMP-01; new devices cannot obtain an address. Affected range includes 28.84.225.118.,DC0107,Process History/Live Data,data_component,0.14
TKT00008,network_fault,DHCP exhaustion at CAMP-01; new devices cannot obtain an address. Affected range includes 57.31.202.46.,DC0107,Process History/Live Data,data_component,0.14
TKT00210,network_fault,Firewall rule change blocked RDP polling to AST-0076; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.139
TKT00029,network_fault,Firewall rule change blocked RDP polling to AST-0131; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.139
TKT00237,network_fault,Firewall rule change blocked RDP polling to AST-0154; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.139
TKT00137,network_fault,Firewall rule change blocked RDP polling to AST-0094; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.139
TKT00223,network_fault,Intermittent link loss between the PORT-WVB radio bridge and the core switch. SNMP sessions from AST-0182 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.136
TKT00185,network_fault,Intermittent link loss between the PORT-WVB radio bridge and the core switch. SNMP sessions from AST-0017 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.136
TKT00007,network_fault,Firewall rule change blocked DNP3 polling to AST-0123; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.135
TKT00057,network_fault,Firewall rule change blocked DNP3 polling to AST-0130; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.135
TKT00173,network_fault,Firewall rule change blocked DNP3 polling to AST-0107; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.135
TKT00141,network_fault,Firewall rule change blocked DNP3 polling to AST-0155; control room lost trend data until the rule was reverted.,S0607,KillDisk,malware,0.135
TKT00187,security_incident,Unusual RDP traffic observed from AST-0183 at CAMP-01 towards 89.174.155.128. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.134
TKT00248,security_incident,Unusual RDP traffic observed from AST-0088 at CAMP-01 towards 19.223.134.21. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.134
TKT00110,security_incident,Unusual RDP traffic observed from AST-0176 at TAILINGS-01 towards 53.109.123.168. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.134
TKT00180,network_fault,Intermittent link loss between the PIT-B radio bridge and the core switch. DNP3 sessions from AST-0124 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.133
TKT00166,network_fault,Intermittent link loss between the PIT-B radio bridge and the core switch. DNP3 sessions from AST-0193 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.133
TKT00021,security_incident,Unusual SSH traffic observed from AST-0130 at CAMP-01 towards 30.166.48.145. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.132
TKT00004,security_incident,Unusual MQTT traffic observed from AST-0138 at PLANT-01 towards 106.185.37.199. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.132
TKT00257,access_request,Request to open RDP from the vendor network to AST-0099 for diagnostics. Security review required before the rule is added.,M0935,Limit Access to Resource Over Network,mitigation,0.132
TKT00037,access_request,Request to open RDP from the vendor network to AST-0089 for diagnostics. Security review required before the rule is added.,M0935,Limit Access to Resource Over Network,mitigation,0.132
TKT00220,access_request,Request to open RDP from the vendor network to AST-0123 for diagnostics. Security review required before the rule is added.,M0935,Limit Access to Resource Over Network,mitigation,0.132
TKT00251,network_fault,Intermittent link loss between the PLANT-01 radio bridge and the core switch. RDP sessions from AST-0062 time out during the fault window.,S0608,Conficker,malware,0.131
TKT00100,network_fault,Intermittent link loss between the TAILINGS-01 radio bridge and the core switch. SNMP sessions from AST-0148 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.131
TKT00208,network_fault,Intermittent link loss between the TAILINGS-01 radio bridge and the core switch. MQTT sessions from AST-0077 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.131
TKT00309,network_fault,DHCP exhaustion at PLANT-01; new devices cannot obtain an address. Affected range includes 101.116.197.93.,DC0107,Process History/Live Data,data_component,0.131
TKT00104,security_incident,Unusual HTTPS traffic observed from AST-0146 at PLANT-01 towards 189.215.16.230. Volume far above the normal baseline for this device. Suspected scanning activity.,M0916,Vulnerability Scanning,mitigation,0.131
TKT00271,network_fault,DHCP exhaustion at PLANT-01; new devices cannot obtain an address. Affected range includes 98.149.191.217.,DC0107,Process History/Live Data,data_component,0.131
TKT00165,network_fault,Intermittent link loss between the PLANT-01 radio bridge and the core switch. DNP3 sessions from AST-0158 time out during the fault window.,S0608,Conficker,malware,0.129
TKT00285,network_fault,Intermittent link loss between the PLANT-01 radio bridge and the core switch. DNP3 sessions from AST-0022 time out during the fault window.,S0608,Conficker,malware,0.129
TKT00058,network_fault,Intermittent link loss between the TAILINGS-01 radio bridge and the core switch. HTTPS sessions from AST-0115 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.128
TKT00032,mechanical,"Haul truck hydraulic leak reported by operator at PLANT-01. Unit removed from service, no network impact to AST-0091.",S0608,Conficker,malware,0.125
TKT00284,access_request,Request to open SSH from the vendor network to AST-0079 for diagnostics. Security review required before the rule is added.,AN1936,Analytic 1936,analytic,0.125
TKT00077,access_request,Request to open SSH from the vendor network to AST-0007 for diagnostics. Security review required before the rule is added.,AN1936,Analytic 1936,analytic,0.125
TKT00151,mechanical,"Haul truck hydraulic leak reported by operator at PLANT-01. Unit removed from service, no network impact to AST-0131.",S0608,Conficker,malware,0.125
TKT00308,mechanical,"Haul truck hydraulic leak reported by operator at PLANT-01. Unit removed from service, no network impact to AST-0180.",S0608,Conficker,malware,0.125
TKT00150,mechanical,"Haul truck hydraulic leak reported by operator at HQ-WHK. Unit removed from service, no network impact to AST-0105.",DC0041,Service Metadata,data_component,0.122
TKT00047,mechanical,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0105.",DC0041,Service Metadata,data_component,0.122
TKT00022,mechanical,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0012.",DC0041,Service Metadata,data_component,0.122
TKT00122,mechanical,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0019.",DC0041,Service Metadata,data_component,0.122
TKT00133,mechanical,Pump seal failure at the TAILINGS-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00078,mechanical,Pump seal failure at the WORKSHOP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00105,mechanical,"Haul truck hydraulic leak reported by operator at HQ-WHK. Unit removed from service, no network impact to AST-0031.",DC0041,Service Metadata,data_component,0.122
TKT00247,mechanical,Pump seal failure at the WORKSHOP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00045,mechanical,"Haul truck hydraulic leak reported by operator at HQ-WHK. Unit removed from service, no network impact to AST-0170.",DC0041,Service Metadata,data_component,0.122
TKT00290,mechanical,Pump seal failure at the CAMP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00031,mechanical,Pump seal failure at the CAMP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00219,mechanical,Pump seal failure at the WORKSHOP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00033,mechanical,"Haul truck hydraulic leak reported by operator at PIT-B. Unit removed from service, no network impact to AST-0025.",DC0041,Service Metadata,data_component,0.122
TKT00170,mechanical,Pump seal failure at the WORKSHOP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00313,mechanical,Pump seal failure at the CAMP-01 dewatering station. Standby pump started automatically.,M0812,Safety Instrumented Systems,mitigation,0.122
TKT00179,network_fault,Intermittent link loss between the PORT-WVB radio bridge and the core switch. SSH sessions from AST-0141 time out during the fault window.,DC0001,Scheduled Job Creation,data_component,0.121
TKT00291,access_request,Request to open HTTPS from the vendor network to AST-0022 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.112
TKT00025,access_request,Request to open HTTPS from the vendor network to AST-0176 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.112
TKT00268,mechanical,"Haul truck hydraulic leak reported by operator at TAILINGS-01. Unit removed from service, no network impact to AST-0105.",DC0041,Service Metadata,data_component,0.108
TKT00142,mechanical,"Haul truck hydraulic leak reported by operator at TAILINGS-01. Unit removed from service, no network impact to AST-0061.",DC0041,Service Metadata,data_component,0.108
TKT00149,mechanical,"Haul truck hydraulic leak reported by operator at WORKSHOP-01. Unit removed from service, no network impact to AST-0037.",DC0041,Service Metadata,data_component,0.108
TKT00119,mechanical,"Haul truck hydraulic leak reported by operator at CAMP-01. Unit removed from service, no network impact to AST-0168.",DC0041,Service Metadata,data_component,0.108
TKT00065,mechanical,"Haul truck hydraulic leak reported by operator at TAILINGS-01. Unit removed from service, no network impact to AST-0028.",DC0041,Service Metadata,data_component,0.108
TKT00267,mechanical,"Haul truck hydraulic leak reported by operator at CAMP-01. Unit removed from service, no network impact to AST-0014.",DC0041,Service Metadata,data_component,0.108
TKT00080,access_request,Request to open SNMP from the vendor network to AST-0149 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.101
TKT00277,access_request,Request to open SNMP from the vendor network to AST-0100 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.101
TKT00101,access_request,Request to open SNMP from the vendor network to AST-0042 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.101
TKT00225,access_request,Request to open MQTT from the vendor network to AST-0045 for diagnostics. Security review required before the rule is added.,AN1858,Analytic 1858,analytic,0.101
TKT00108,instrumentation,Modbus register map on AST-0035 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00130,instrumentation,Modbus register map on AST-0058 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00073,instrumentation,Modbus register map on AST-0092 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00168,instrumentation,Modbus register map on AST-0111 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00238,instrumentation,Modbus register map on AST-0182 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00155,instrumentation,Modbus register map on AST-0103 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00156,instrumentation,Modbus register map on AST-0132 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00272,instrumentation,Modbus register map on AST-0175 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00298,instrumentation,Modbus register map on AST-0090 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00068,instrumentation,Modbus register map on AST-0112 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00209,instrumentation,Modbus register map on AST-0184 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00202,instrumentation,Modbus register map on AST-0176 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00315,instrumentation,Modbus register map on AST-0089 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00224,instrumentation,Modbus register map on AST-0121 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00001,instrumentation,Modbus register map on AST-0184 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00229,instrumentation,Modbus register map on AST-0014 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
TKT00301,instrumentation,Modbus register map on AST-0115 does not match the documented configuration after a vendor visit.,T0849,Masquerading,technique,0.098
