username,role,employment_type,day,risk_score,risk_band,top_driver,recommended_action,failures,out_of_hours,priv_no_mfa,foreign,bytes_out,iso_score,gt,comp_failures,comp_out_of_hours,comp_external_foreign,comp_priv_no_mfa,comp_anomaly,comp_egress
ot051,ot_network_admin,employee,2019-04-17,61.6,low,anomaly,No action; keep in the baseline,0,3,0.0,0,24318188,0.45815421567666065,,43.2,66.4,49.2,48.1,74.9,93.8
cont089,contractor_surveyor,contractor,2019-04-03,61.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,24112872,0.5814341169102277,,43.2,23.9,49.2,48.1,96.0,93.6
cont010,control_room_operator,employee,2019-04-03,61.5,low,anomaly,No action; keep in the baseline,0,10,0.0,0,18071652,0.43753584065133716,,43.2,97.2,49.2,48.1,65.1,85.6
main032,maintenance_engineer,employee,2019-04-23,61.5,low,anomaly,No action; keep in the baseline,0,4,0.0,0,20087827,0.45525101902848564,,43.2,75.0,49.2,48.1,73.8,88.9
cont087,contractor_surveyor,contractor,2019-04-05,61.5,low,anomaly,No action; keep in the baseline,1,0,0.0,0,13913210,0.45132376647539424,,92.1,23.9,49.2,48.1,72.3,75.8
cont013,control_room_operator,employee,2019-04-16,61.5,low,anomaly,No action; keep in the baseline,0,8,0.0,0,15773006,0.4462060465609348,,43.2,94.0,49.2,48.1,69.9,80.8
cont014,control_room_operator,employee,2019-04-15,61.5,low,anomaly,No action; keep in the baseline,1,5,0.0,0,4034228,0.4664510909888921,,92.1,82.0,49.2,48.1,77.8,29.7
vend077,vendor_technician,vendor,2019-04-04,61.5,low,anomaly,No action; keep in the baseline,1,0,0.0,0,10999279,0.47444710189106465,,92.1,23.9,49.2,48.1,80.3,65.0
main028,maintenance_engineer,employee,2019-04-29,61.5,low,anomaly,No action; keep in the baseline,0,6,0.0,0,19535889,0.4421769847225916,,43.2,87.3,49.2,48.1,67.9,88.0
supe104,supervisor,employee,2019-04-03,61.5,low,anomaly,No action; keep in the baseline,1,4,0.0,0,5399669,0.459907485585972,,92.1,75.0,49.2,48.1,75.4,37.8
main042,maintenance_engineer,employee,2019-04-02,61.5,low,anomaly,No action; keep in the baseline,0,2,0.0,0,23351439,0.4719423933638655,,43.2,57.6,49.2,48.1,79.5,92.9
supe106,supervisor,employee,2019-04-29,61.5,low,anomaly,No action; keep in the baseline,0,3,0.0,0,14581582,0.4967351747049317,,43.2,66.4,49.2,48.1,86.4,77.9
cont002,control_room_operator,employee,2019-04-07,61.4,low,anomaly,No action; keep in the baseline,0,4,0.0,0,18642407,0.4586756226954682,,43.2,75.0,49.2,48.1,75.0,86.6
cont010,control_room_operator,employee,2019-04-24,61.4,low,anomaly,No action; keep in the baseline,0,10,0.0,0,17099136,0.43850361437607016,,43.2,97.2,49.2,48.1,65.8,83.6
cont079,contractor_surveyor,contractor,2019-04-29,61.4,low,anomaly,No action; keep in the baseline,0,0,0.0,0,29687624,0.5417799441597058,,43.2,23.9,49.2,48.1,92.7,97.0
main045,maintenance_engineer,employee,2019-04-22,61.4,low,anomaly,No action; keep in the baseline,0,9,0.0,0,15423982,0.4440192407210755,,43.2,96.0,49.2,48.1,69.0,80.2
vend075,vendor_technician,vendor,2019-04-16,61.4,low,anomaly,No action; keep in the baseline,1,0,0.0,0,9039789,0.4965674884658816,,92.1,23.9,49.2,48.1,86.4,56.4
vend073,vendor_technician,vendor,2019-04-19,61.4,low,anomaly,No action; keep in the baseline,0,2,0.0,0,24701946,0.46611423516370426,,43.2,57.6,49.2,48.1,77.7,94.1
cont002,control_room_operator,employee,2019-04-01,61.4,low,anomaly,No action; keep in the baseline,1,3,0.0,0,3917561,0.49431562041298027,,92.1,66.4,49.2,48.1,85.8,28.8
cont079,contractor_surveyor,contractor,2019-04-03,61.3,low,anomaly,No action; keep in the baseline,1,2,0.0,0,6615639,0.46716943044699166,,92.1,57.6,49.2,48.1,77.9,44.3
main033,maintenance_engineer,employee,2019-04-19,61.3,low,anomaly,No action; keep in the baseline,1,4,0.0,0,6413096,0.4468981720939487,,92.1,75.0,49.2,48.1,70.3,43.4
main038,maintenance_engineer,employee,2019-04-25,61.3,low,anomaly,No action; keep in the baseline,0,6,0.0,0,13063584,0.46757726909162506,,43.2,87.3,49.2,48.1,78.2,73.1
supe112,supervisor,employee,2019-04-18,61.3,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,12618861,0.43287914372471614,,43.2,23.9,49.2,97.2,62.6,71.0
main034,maintenance_engineer,employee,2019-04-23,61.3,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30250248,0.5340232579467309,,43.2,23.9,49.2,48.1,91.8,97.3
cont089,contractor_surveyor,contractor,2019-04-29,61.3,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30554377,0.5340165461289776,,43.2,23.9,49.2,48.1,91.8,97.5
main034,maintenance_engineer,employee,2019-04-21,61.3,low,egress,No action; keep in the baseline,0,7,0.0,0,24077107,0.4305814871472979,,43.2,91.1,49.2,48.1,61.2,93.4
mine095,mine_planner,employee,2019-04-23,61.3,low,anomaly,No action; keep in the baseline,1,0,0.0,0,7905824,0.5159007567593696,,92.1,23.9,49.2,48.1,89.5,51.3
main042,maintenance_engineer,employee,2019-04-05,61.2,low,anomaly,No action; keep in the baseline,0,8,0.0,0,16365506,0.44099757796994077,,43.2,94.0,49.2,48.1,67.5,82.1
cont007,control_room_operator,employee,2019-04-07,61.2,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30490191,0.5291669637541965,,43.2,23.9,49.2,48.1,91.1,97.5
supe114,supervisor,employee,2019-04-01,61.2,low,anomaly,No action; keep in the baseline,0,5,0.0,0,14845191,0.4627382313129054,,43.2,82.0,49.2,48.1,76.2,78.7
supe114,supervisor,employee,2019-04-04,61.2,low,anomaly,No action; keep in the baseline,0,8,0.0,0,16763765,0.44041507336194047,,43.2,94.0,49.2,48.1,67.1,83.0
ot053,ot_network_admin,employee,2019-04-15,61.2,low,anomaly,No action; keep in the baseline,0,5,0.0,0,11375212,0.49360113601166355,,43.2,82.0,49.2,48.1,85.6,66.6
ot055,ot_network_admin,employee,2019-04-16,61.2,low,anomaly,No action; keep in the baseline,1,0,0.0,0,10642049,0.47210397470637183,,92.1,23.9,49.2,48.1,79.6,63.9
ot057,ot_network_admin,employee,2019-04-19,61.2,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30703540,0.5300112017186005,,43.2,23.9,49.2,48.1,91.2,97.5
cont003,control_room_operator,employee,2019-04-11,61.1,low,anomaly,No action; keep in the baseline,0,2,0.0,0,27012994,0.4593889057564724,,43.2,57.6,49.2,48.1,75.2,95.5
mine091,mine_planner,employee,2019-04-08,61.1,low,anomaly,No action; keep in the baseline,1,1,0.0,0,5108081,0.49969846053778694,,92.1,50.8,49.2,48.1,87.1,35.7
cont014,control_room_operator,employee,2019-04-02,61.1,low,anomaly,No action; keep in the baseline,1,5,0.0,0,4723843,0.45343036670411296,,92.1,82.0,49.2,48.1,73.1,33.5
mine097,mine_planner,employee,2019-04-03,61.1,low,egress,No action; keep in the baseline,0,3,0.0,0,27321191,0.4484305341035878,,43.2,66.4,49.2,48.1,71.0,95.7
ot051,ot_network_admin,employee,2019-04-23,61.1,low,anomaly,No action; keep in the baseline,1,5,0.0,0,1398921,0.49787567257472515,,92.1,82.0,49.2,48.1,86.7,15.1
main043,maintenance_engineer,employee,2019-04-12,61.0,low,anomaly,No action; keep in the baseline,0,4,0.0,0,17692652,0.45626101307462347,,43.2,75.0,49.2,48.1,74.3,85.0
cont023,control_room_operator,employee,2019-04-28,61.0,low,anomaly,No action; keep in the baseline,0,7,0.0,0,11046859,0.47554126094634436,,43.2,91.1,49.2,48.1,80.6,65.2
it062,it_service_desk,employee,2019-04-19,61.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,28400700,0.5291278939308807,,43.2,23.9,49.2,48.1,91.1,96.2
cont085,contractor_surveyor,contractor,2019-04-03,61.0,low,anomaly,No action; keep in the baseline,0,3,0.0,0,21610240,0.45589179364459687,,43.2,66.4,49.2,48.1,74.2,90.6
vend076,vendor_technician,vendor,2019-04-03,61.0,low,priv_no_mfa,No action; keep in the baseline,0,0,2.0,0,9392780,0.44536098762176374,,43.2,23.9,49.2,98.5,69.5,58.1
supe107,supervisor,employee,2019-04-11,60.9,low,anomaly,No action; keep in the baseline,0,6,0.0,0,14424215,0.45388373932838244,,43.2,87.3,49.2,48.1,73.2,77.1
cont082,contractor_surveyor,contractor,2019-04-22,60.9,low,egress,No action; keep in the baseline,0,7,0.0,0,18860897,0.4347260777323667,,43.2,91.1,49.2,48.1,63.8,87.0
mine098,mine_planner,employee,2019-04-22,60.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,27915948,0.5261658606795292,,43.2,23.9,49.2,48.1,90.8,96.0
supe114,supervisor,employee,2019-04-12,60.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,35139010,0.5114727355838199,,43.2,23.9,49.2,48.1,88.9,98.8
cont017,control_room_operator,employee,2019-04-11,60.9,low,anomaly,No action; keep in the baseline,0,7,0.0,0,15010060,0.44656400517769934,,43.2,91.1,49.2,48.1,70.1,78.9
main046,maintenance_engineer,employee,2019-04-17,60.9,low,failures,No action; keep in the baseline,1,0,0.0,0,15341664,0.4388739888823672,,92.1,23.9,49.2,48.1,66.0,79.8
ot056,ot_network_admin,employee,2019-04-04,60.9,low,anomaly,No action; keep in the baseline,0,5,0.0,0,18268498,0.44427812527658,,43.2,82.0,49.2,48.1,69.1,86.0
main047,maintenance_engineer,employee,2019-04-30,60.9,low,anomaly,No action; keep in the baseline,0,1,0.0,0,16715190,0.500756438196909,,43.2,50.8,49.2,48.1,87.3,83.0
ot056,ot_network_admin,employee,2019-04-20,60.9,low,anomaly,No action; keep in the baseline,1,0,0.0,0,12932091,0.4506038770264141,,92.1,23.9,49.2,48.1,72.0,72.4
main038,maintenance_engineer,employee,2019-04-26,60.9,low,anomaly,No action; keep in the baseline,0,10,0.0,0,11396310,0.46176062950696606,,43.2,97.2,49.2,48.1,75.9,66.8
mine092,mine_planner,employee,2019-04-24,60.9,low,anomaly,No action; keep in the baseline,0,4,0.0,0,14593279,0.4684453179788086,,43.2,75.0,49.2,48.1,78.5,78.0
ot057,ot_network_admin,employee,2019-04-11,60.8,low,anomaly,No action; keep in the baseline,0,3,0.0,0,14604451,0.48176308025475933,,43.2,66.4,49.2,48.1,82.7,78.1
supe114,supervisor,employee,2019-04-15,60.8,low,egress,No action; keep in the baseline,0,5,0.0,0,20802648,0.4384346103465442,,43.2,82.0,49.2,48.1,65.7,89.8
cont006,control_room_operator,employee,2019-04-17,60.8,low,anomaly,No action; keep in the baseline,0,4,0.0,0,13032537,0.4797563462083631,,43.2,75.0,49.2,48.1,82.0,72.9
main030,maintenance_engineer,employee,2019-04-11,60.7,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,10148121,0.4388753522901943,,43.2,23.9,49.2,97.2,66.1,62.0
cont009,control_room_operator,employee,2019-04-16,60.7,low,egress,No action; keep in the baseline,0,5,0.0,0,23495120,0.433615698605481,,43.2,82.0,49.2,48.1,63.1,93.0
main045,maintenance_engineer,employee,2019-04-26,60.7,low,anomaly,No action; keep in the baseline,0,6,0.0,0,15570357,0.4461520926035475,,43.2,87.3,49.2,48.1,69.8,80.4
main039,maintenance_engineer,employee,2019-04-05,60.7,low,anomaly,No action; keep in the baseline,0,7,0.0,0,11824278,0.46526374896042333,,43.2,91.1,49.2,48.1,77.1,68.3
ot057,ot_network_admin,employee,2019-04-27,60.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,26105361,0.5231455138126806,,43.2,23.9,49.2,48.1,90.4,95.1
main030,maintenance_engineer,employee,2019-04-01,60.7,low,priv_no_mfa,No action; keep in the baseline,0,3,1.0,0,5040679,0.4377812044471399,,43.2,66.4,49.2,97.2,65.2,35.1
it066,it_service_desk,employee,2019-04-16,60.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,22849673,0.5415174398763077,,43.2,23.9,49.2,48.1,92.6,92.1
ot058,ot_network_admin,employee,2019-04-30,60.7,low,anomaly,No action; keep in the baseline,0,1,0.0,0,13475794,0.5368599916313931,,43.2,50.8,49.2,48.1,92.2,74.6
vend075,vendor_technician,vendor,2019-04-06,60.7,low,anomaly,No action; keep in the baseline,0,5,0.0,0,10556665,0.4921454753112235,,43.2,82.0,49.2,48.1,85.1,63.5
it066,it_service_desk,employee,2019-04-15,60.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,22909510,0.540027215804989,,43.2,23.9,49.2,48.1,92.4,92.2
cont013,control_room_operator,employee,2019-04-28,60.6,low,anomaly,No action; keep in the baseline,0,8,0.0,0,14877091,0.4405432745862409,,43.2,94.0,49.2,48.1,67.2,78.7
it059,it_service_desk,employee,2019-04-11,60.6,low,priv_no_mfa,No action; keep in the baseline,0,0,2.0,0,4763478,0.4937119792746988,,43.2,23.9,49.2,98.5,85.6,33.8
main037,maintenance_engineer,employee,2019-04-12,60.6,low,egress,No action; keep in the baseline,0,6,0.0,0,19076054,0.43544917920002096,,43.2,87.3,49.2,48.1,64.2,87.4
mine101,mine_planner,employee,2019-04-29,60.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,31364835,0.5042123236377213,,43.2,23.9,49.2,48.1,88.1,97.7
cont014,control_room_operator,employee,2019-04-07,60.5,low,egress,No action; keep in the baseline,0,6,0.0,0,19895548,0.4329521360124177,,43.2,87.3,49.2,48.1,62.8,88.7
cont003,control_room_operator,employee,2019-04-08,60.5,low,failures,No action; keep in the baseline,1,4,0.0,0,5793211,0.44286963285711817,,92.1,75.0,49.2,48.1,68.4,40.3
cont021,control_room_operator,employee,2019-04-08,60.5,low,anomaly,No action; keep in the baseline,0,9,0.0,0,10007082,0.4700752177535972,,43.2,96.0,49.2,48.1,78.9,61.2
cont008,control_room_operator,employee,2019-04-29,60.5,low,anomaly,No action; keep in the baseline,0,9,0.0,0,10091967,0.468514035339655,,43.2,96.0,49.2,48.1,78.6,61.7
cont007,control_room_operator,employee,2019-04-25,60.5,low,anomaly,No action; keep in the baseline,0,6,0.0,0,13640590,0.4529256401988789,,43.2,87.3,49.2,48.1,73.0,75.0
main049,maintenance_engineer,employee,2019-04-01,60.4,low,anomaly,No action; keep in the baseline,1,5,0.0,0,3202692,0.46126464903437087,,92.1,82.0,49.2,48.1,75.8,24.8
vend072,vendor_technician,vendor,2019-04-22,60.3,low,anomaly,No action; keep in the baseline,1,0,0.0,0,7997176,0.48837626587602495,,92.1,23.9,49.2,48.1,84.3,51.6
main050,maintenance_engineer,employee,2019-04-09,60.3,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30948662,0.49678219011141045,,43.2,23.9,49.2,48.1,86.4,97.7
main047,maintenance_engineer,employee,2019-04-03,60.3,low,anomaly,No action; keep in the baseline,0,3,0.0,0,16915426,0.4624164661286912,,43.2,66.4,49.2,48.1,76.1,83.3
mine096,mine_planner,employee,2019-04-26,60.2,low,egress,No action; keep in the baseline,0,3,0.0,0,28145194,0.4389354275340898,,43.2,66.4,49.2,48.1,66.2,96.1
vend070,vendor_technician,vendor,2019-04-23,60.2,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,5520497,0.47671282515732394,,43.2,23.9,49.2,97.2,81.1,38.6
cont016,control_room_operator,employee,2019-04-08,60.2,low,anomaly,No action; keep in the baseline,1,1,0.0,0,7822655,0.4485475065188893,,92.1,50.8,49.2,48.1,71.1,50.8
main040,maintenance_engineer,employee,2019-04-24,60.2,low,egress,No action; keep in the baseline,0,8,0.0,0,21019855,0.4222564620305796,,43.2,94.0,49.2,48.1,56.6,90.0
cont021,control_room_operator,employee,2019-04-19,60.2,low,anomaly,No action; keep in the baseline,0,8,0.0,0,15531682,0.4349693885576474,,43.2,94.0,49.2,48.1,64.0,80.4
it059,it_service_desk,employee,2019-04-22,60.2,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,10009335,0.4355326919998647,,43.2,23.9,49.2,97.2,64.3,61.2
cont006,control_room_operator,employee,2019-04-01,60.2,low,egress,No action; keep in the baseline,0,6,0.0,0,19739422,0.4302317835751224,,43.2,87.3,49.2,48.1,61.1,88.4
main047,maintenance_engineer,employee,2019-04-04,60.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,26343635,0.5009920421064733,,43.2,23.9,49.2,48.1,87.5,95.2
mine091,mine_planner,employee,2019-04-10,60.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,23141860,0.5175979170646878,,43.2,23.9,49.2,48.1,89.6,92.6
cont017,control_room_operator,employee,2019-04-26,60.1,low,anomaly,No action; keep in the baseline,1,2,0.0,0,4440285,0.47868873757582275,,92.1,57.6,49.2,48.1,81.6,31.8
main047,maintenance_engineer,employee,2019-04-01,60.1,low,anomaly,No action; keep in the baseline,0,1,0.0,0,22522733,0.46435392431796896,,43.2,50.8,49.2,48.1,76.7,91.7
ot058,ot_network_admin,employee,2019-04-02,60.1,low,anomaly,No action; keep in the baseline,0,3,0.0,0,18905627,0.4510063272750679,,43.2,66.4,49.2,48.1,72.2,87.1
mine099,mine_planner,employee,2019-04-02,60.1,low,egress,No action; keep in the baseline,0,4,0.0,0,23194291,0.4349070508091636,,43.2,75.0,49.2,48.1,63.9,92.6
cont012,control_room_operator,employee,2019-04-19,60.1,low,anomaly,No action; keep in the baseline,0,5,0.0,0,16540138,0.4422572960762092,,43.2,82.0,49.2,48.1,67.9,82.6
cont089,contractor_surveyor,contractor,2019-04-21,60.1,low,anomaly,No action; keep in the baseline,0,4,0.0,0,17918526,0.44431691747576035,,43.2,75.0,49.2,48.1,69.2,85.4
main042,maintenance_engineer,employee,2019-04-17,60.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,30205846,0.493959103845115,,43.2,23.9,49.2,48.1,85.7,97.3
ot055,ot_network_admin,employee,2019-04-03,60.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,18545762,0.5568633371910653,,43.2,23.9,49.2,48.1,93.9,86.2
main047,maintenance_engineer,employee,2019-04-26,60.1,low,anomaly,No action; keep in the baseline,0,6,0.0,0,13157167,0.45150091735618914,,43.2,87.3,49.2,48.1,72.4,73.3
cont020,control_room_operator,employee,2019-04-17,60.1,low,egress,No action; keep in the baseline,0,7,0.0,0,17563582,0.4322597319501953,,43.2,91.1,49.2,48.1,62.0,84.6
cont025,control_room_operator,employee,2019-04-22,60.1,low,anomaly,No action; keep in the baseline,0,9,0.0,0,13266986,0.44126892736312723,,43.2,96.0,49.2,48.1,67.6,73.8
it060,it_service_desk,employee,2019-04-19,60.1,low,egress,No action; keep in the baseline,0,8,0.0,0,17565110,0.4288877025210469,,43.2,94.0,49.2,48.1,60.6,84.6
cont008,control_room_operator,employee,2019-04-17,60.0,low,anomaly,No action; keep in the baseline,0,9,0.0,0,14150212,0.4366443037592484,,43.2,96.0,49.2,48.1,64.8,76.5
cont014,control_room_operator,employee,2019-04-16,60.0,low,anomaly,No action; keep in the baseline,0,10,0.0,0,14589176,0.43363163461832327,,43.2,97.2,49.2,48.1,63.2,78.0
ot052,ot_network_admin,employee,2019-04-17,59.9,low,anomaly,No action; keep in the baseline,0,7,0.0,0,9767872,0.4717477696393537,,43.2,91.1,49.2,48.1,79.5,59.8
it064,it_service_desk,employee,2019-04-06,59.9,low,anomaly,No action; keep in the baseline,1,1,0.0,0,5237999,0.47477172709409204,,92.1,50.8,49.2,48.1,80.4,36.6
supe111,supervisor,employee,2019-04-16,59.9,low,anomaly,No action; keep in the baseline,0,5,0.0,0,13821694,0.4506038845943492,,43.2,82.0,49.2,48.1,72.0,75.5
cont001,control_room_operator,employee,2019-04-11,59.9,low,anomaly,No action; keep in the baseline,0,8,0.0,0,8899921,0.475965359990942,,43.2,94.0,49.2,48.1,80.8,55.8
cont013,control_room_operator,employee,2019-04-08,59.9,low,anomaly,No action; keep in the baseline,0,3,0.0,0,19490570,0.4483812097504913,,43.2,66.4,49.2,48.1,70.9,87.9
it059,it_service_desk,employee,2019-04-10,59.8,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,7023054,0.45504650842397953,,43.2,23.9,49.2,97.2,73.7,46.3
it063,it_service_desk,employee,2019-04-22,59.8,low,egress,No action; keep in the baseline,0,6,0.0,0,22390450,0.42293397406254046,,43.2,87.3,49.2,48.1,56.9,91.6
ot051,ot_network_admin,employee,2019-04-08,59.8,low,anomaly,No action; keep in the baseline,1,3,0.0,0,2807905,0.48317164030903265,,92.1,66.4,49.2,48.1,82.8,22.3
main049,maintenance_engineer,employee,2019-04-10,59.7,low,anomaly,No action; keep in the baseline,0,3,0.0,0,19678314,0.44446715298229295,,43.2,66.4,49.2,48.1,69.2,88.3
mine098,mine_planner,employee,2019-04-19,59.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,25891388,0.49380814848532717,,43.2,23.9,49.2,48.1,85.6,95.0
cont007,control_room_operator,employee,2019-04-12,59.7,low,anomaly,No action; keep in the baseline,0,2,0.0,0,11185750,0.5257483188383774,,43.2,57.6,49.2,48.1,90.7,65.9
main047,maintenance_engineer,employee,2019-04-25,59.6,low,anomaly,No action; keep in the baseline,0,5,0.0,0,12164097,0.45894306663145656,,43.2,82.0,49.2,48.1,75.1,69.5
main037,maintenance_engineer,employee,2019-04-05,59.6,low,anomaly,No action; keep in the baseline,0,4,0.0,0,16692047,0.4437267335204726,,43.2,75.0,49.2,48.1,68.7,82.8
cont019,control_room_operator,employee,2019-04-03,59.6,low,anomaly,No action; keep in the baseline,0,10,0.0,0,6522419,0.4982292281013208,,43.2,97.2,49.2,48.1,86.7,43.8
it066,it_service_desk,employee,2019-04-21,59.6,low,anomaly,No action; keep in the baseline,0,3,0.0,0,13417807,0.4708790562765159,,43.2,66.4,49.2,48.1,79.2,74.4
mine102,mine_planner,employee,2019-04-23,59.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,29215162,0.4861469718631273,,43.2,23.9,49.2,48.1,83.6,96.7
mine092,mine_planner,employee,2019-04-11,59.5,low,anomaly,No action; keep in the baseline,0,0,0.0,0,19925509,0.5125163135002696,,43.2,23.9,49.2,48.1,89.0,88.8
cont022,control_room_operator,employee,2019-04-02,59.5,low,anomaly,No action; keep in the baseline,0,6,0.0,0,15895012,0.4343174655421213,,43.2,87.3,49.2,48.1,63.5,81.1
cont080,contractor_surveyor,contractor,2019-04-11,59.5,low,anomaly,No action; keep in the baseline,0,3,0.0,0,12249256,0.4809043124878726,,43.2,66.4,49.2,48.1,82.5,69.8
cont020,control_room_operator,employee,2019-04-29,59.5,low,egress,No action; keep in the baseline,0,4,0.0,0,23280055,0.42933067888062554,,43.2,75.0,49.2,48.1,60.7,92.8
cont025,control_room_operator,employee,2019-04-23,59.5,low,anomaly,No action; keep in the baseline,1,3,0.0,0,5246361,0.4471164973646556,,92.1,66.4,49.2,48.1,70.3,36.7
cont020,control_room_operator,employee,2019-04-01,59.5,low,anomaly,No action; keep in the baseline,0,10,0.0,0,11889854,0.44197862910759084,,43.2,97.2,49.2,48.1,67.8,68.4
mine091,mine_planner,employee,2019-04-17,59.5,low,anomaly,No action; keep in the baseline,0,0,0.0,0,21346260,0.5052645878695887,,43.2,23.9,49.2,48.1,88.3,90.3
it066,it_service_desk,employee,2019-04-23,59.5,low,anomaly,No action; keep in the baseline,1,0,0.0,0,7513814,0.47971596949220024,,92.1,23.9,49.2,48.1,82.0,49.2
mine095,mine_planner,employee,2019-04-04,59.5,low,anomaly,No action; keep in the baseline,2,1,0.0,0,0,0.5958863016497742,,98.7,50.8,49.2,48.1,96.9,5.1
vend076,vendor_technician,vendor,2019-04-04,59.4,low,anomaly,No action; keep in the baseline,0,7,0.0,0,14025028,0.43651396548123744,,43.2,91.1,49.2,48.1,64.7,76.2
cont025,control_room_operator,employee,2019-04-13,59.4,low,anomaly,No action; keep in the baseline,0,8,0.0,0,14289100,0.4326197305104468,,43.2,94.0,49.2,48.1,62.4,76.9
it068,it_service_desk,employee,2019-04-25,59.4,low,priv_no_mfa,No action; keep in the baseline,0,0,2.0,0,5656713,0.4597095429053767,,43.2,23.9,49.2,98.5,75.3,39.3
cont004,control_room_operator,employee,2019-04-30,59.4,low,anomaly,No action; keep in the baseline,0,11,0.0,0,12039329,0.44001658953028916,,43.2,98.0,49.2,48.1,66.7,69.0
cont010,control_room_operator,employee,2019-04-12,59.4,low,anomaly,No action; keep in the baseline,0,10,0.0,0,12744017,0.43655857515489427,,43.2,97.2,49.2,48.1,64.8,71.7
it065,it_service_desk,employee,2019-04-01,59.4,low,anomaly,No action; keep in the baseline,1,0,0.0,0,9554736,0.45632306937536643,,92.1,23.9,49.2,48.1,74.4,58.8
cont011,control_room_operator,employee,2019-04-25,59.3,low,egress,No action; keep in the baseline,0,4,0.0,0,19782507,0.4333682705877689,,43.2,75.0,49.2,48.1,62.9,88.5
cont009,control_room_operator,employee,2019-04-27,59.3,low,egress,No action; keep in the baseline,0,6,0.0,0,17429828,0.4284888954348869,,43.2,87.3,49.2,48.1,60.0,84.5
mine102,mine_planner,employee,2019-04-30,59.3,low,anomaly,No action; keep in the baseline,0,0,0.0,0,29503584,0.48038396907826975,,43.2,23.9,49.2,48.1,82.2,96.9
main030,maintenance_engineer,employee,2019-04-23,59.3,low,priv_no_mfa,No action; keep in the baseline,0,0,1.0,0,8131958,0.43924979182024915,,43.2,23.9,49.2,97.2,66.4,52.5
cont007,control_room_operator,employee,2019-04-08,59.3,low,anomaly,No action; keep in the baseline,1,3,0.0,0,2862812,0.4733017763100976,,92.1,66.4,49.2,48.1,80.1,22.6
mine098,mine_planner,employee,2019-04-08,59.3,low,anomaly,No action; keep in the baseline,0,2,0.0,0,15427321,0.4672209819543457,,43.2,57.6,49.2,48.1,78.0,80.2
cont080,contractor_surveyor,contractor,2019-04-02,59.3,low,anomaly,No action; keep in the baseline,0,3,0.0,0,15359907,0.45506580416011366,,43.2,66.4,49.2,48.1,73.7,79.9
mine097,mine_planner,employee,2019-04-01,59.3,low,failures,No action; keep in the baseline,1,0,0.0,0,12677012,0.4360501853819761,,92.1,23.9,49.2,48.1,64.5,71.3
supe112,supervisor,employee,2019-04-27,59.3,low,priv_no_mfa,No action; keep in the baseline,0,4,1.0,0,4093842,0.4244081592348259,,43.2,75.0,49.2,97.2,57.7,29.9
supe108,supervisor,employee,2019-04-23,59.3,low,anomaly,No action; keep in the baseline,1,4,0.0,0,1374260,0.4771442726311802,,92.1,75.0,49.2,48.1,81.2,15.0
cont008,control_room_operator,employee,2019-04-30,59.2,low,anomaly,No action; keep in the baseline,0,7,0.0,0,15136800,0.43034643731794786,,43.2,91.1,49.2,48.1,61.1,79.3
it062,it_service_desk,employee,2019-04-03,59.2,low,anomaly,No action; keep in the baseline,0,2,0.0,0,17158157,0.45786588111314624,,43.2,57.6,49.2,48.1,74.7,83.7
it060,it_service_desk,employee,2019-04-16,59.2,low,anomaly,No action; keep in the baseline,1,0,0.0,0,9057299,0.4595393805709838,,92.1,23.9,49.2,48.1,75.3,56.4
cont079,contractor_surveyor,contractor,2019-04-22,59.2,low,egress,No action; keep in the baseline,0,2,0.0,0,22632995,0.4438158622213352,,43.2,57.6,49.2,48.1,68.8,91.8
cont010,control_room_operator,employee,2019-04-08,59.2,low,egress,No action; keep in the baseline,0,5,0.0,0,21420021,0.42429140138039456,,43.2,82.0,49.2,48.1,57.6,90.3
cont002,control_room_operator,employee,2019-04-28,59.2,low,anomaly,No action; keep in the baseline,0,4,0.0,0,14186264,0.44853128948539783,,43.2,75.0,49.2,48.1,71.1,76.6
main033,maintenance_engineer,employee,2019-04-08,59.2,low,anomaly,No action; keep in the baseline,0,5,0.0,0,14891975,0.43919041614768234,,43.2,82.0,49.2,48.1,66.3,78.8
