alert_id,rule,severity,timestamp,username,asset_id,src_ip,detail,evidence_event_ids,matches_injected_pattern
R4-0107,R4,medium,2019-04-28 00:46:43+00:00,main049,AST-0053,10.21.53.77,"privileged action on historian at 00:00, outside this account's usual 01:00-20:00 pattern",ACC020541,
R4-0108,R4,medium,2019-04-28 00:53:25+00:00,ot051,AST-0048,10.33.125.37,"privileged action on erp at 00:00, outside this account's usual 02:00-21:00 pattern",ACC020545,
R7-0171,R7,high,2019-04-28 02:37:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on historian from external address 41.182.90.6 with no MFA,ACC020553,GT2_vendor_out_of_hours
R7-0172,R7,high,2019-04-28 02:42:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC020554,GT2_vendor_out_of_hours
R7-0173,R7,high,2019-04-28 02:52:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC020557,GT2_vendor_out_of_hours
R7-0174,R7,high,2019-04-28 02:56:00+00:00,vend069,AST-0124,41.182.90.6,privileged action on historian from external address 41.182.90.6 with no MFA,ACC020559,GT2_vendor_out_of_hours
R6-0158,R6,high,2019-04-29 03:40:00+00:00,cont081,,102.89.33.14,account dormant for 20 days then authenticated from NGA,ACC020951,GT3_dormant_account
R5-0157,R5,low,2019-04-29 03:40:00+00:00,cont081,,102.89.33.14,"first activity from NGA (previously ['NAM', 'ZZZ'])",ACC020951,GT3_dormant_account
R7-0175,R7,high,2019-04-29 03:44:00+00:00,cont081,AST-0191,102.89.33.14,privileged action on file_share from external address 102.89.33.14 with no MFA,ACC020952,GT3_dormant_account
R4-0109,R4,medium,2019-04-29 03:44:00+00:00,cont081,AST-0191,102.89.33.14,"privileged action on file_share at 03:00, outside this account's usual 05:00-18:00 pattern",ACC020952,GT3_dormant_account
R4-0110,R4,medium,2019-04-29 03:54:56+00:00,it059,AST-0156,10.46.74.160,"privileged action on plc_engineering_ws at 03:00, outside this account's usual 03:00-18:00 pattern",ACC020956,
R4-0111,R4,medium,2019-04-29 04:02:00+00:00,cont081,AST-0186,102.89.33.14,"privileged action on fleet_mgmt at 04:00, outside this account's usual 05:00-18:00 pattern",ACC020959,GT3_dormant_account
R7-0176,R7,high,2019-04-29 04:02:00+00:00,cont081,AST-0186,102.89.33.14,privileged action on fleet_mgmt from external address 102.89.33.14 with no MFA,ACC020959,GT3_dormant_account
R4-0112,R4,medium,2019-04-29 20:04:20+00:00,ot055,AST-0096,10.29.65.23,"privileged action on cctv_nvr at 20:00, outside this account's usual 02:00-19:00 pattern",ACC021648,
R4-0113,R4,medium,2019-04-29 22:06:53+00:00,cont001,AST-0081,10.51.56.77,"privileged action on erp at 22:00, outside this account's usual 01:00-21:00 pattern",ACC021686,
R4-0114,R4,medium,2019-04-30 00:52:35+00:00,it059,AST-0164,10.46.74.160,"privileged action on scada_hmi at 00:00, outside this account's usual 03:00-18:00 pattern",ACC021742,
R4-0115,R4,medium,2019-04-30 03:03:18+00:00,vend072,AST-0109,10.26.30.26,"privileged action on historian at 03:00, outside this account's usual 03:00-18:00 pattern",ACC021797,
R4-0116,R4,medium,2019-04-30 21:47:32+00:00,ot057,AST-0011,10.35.244.12,"privileged action on fleet_mgmt at 21:00, outside this account's usual 03:00-20:00 pattern",ACC022613,
