event_id,timestamp,username,user_role,employment_type,site,asset_id,src_ip,src_country,auth_method,mfa_used,event_type,result,target_system,privileged_action,session_duration_s,bytes_out,gt_scenario
ACC004978,2019-04-07 14:08:49,ot053,ot_network_admin,employee,TAILINGS-01,AST-0108,10.36.45.162,NAM,web_portal,True,RESOURCE_ACCESS,success,historian,False,0,4429327,
ACC004979,2019-04-07 14:14:32,ot053,ot_network_admin,employee,TAILINGS-01,AST-0104,10.36.45.162,NAM,web_portal,True,RESOURCE_ACCESS,success,telemetry_broker,True,0,3319721,
ACC004980,2019-04-07 14:17:33,cont083,contractor_surveyor,contractor,PORT-WVB,AST-0185,10.22.162.200,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,cctv_nvr,False,0,4659687,
ACC004981,2019-04-07 14:19:25,ot053,ot_network_admin,employee,TAILINGS-01,AST-0120,10.36.45.162,NAM,web_portal,True,LOGOUT,success,telemetry_broker,False,2229,0,
ACC004982,2019-04-07 14:20:07,supe110,supervisor,employee,PIT-A,AST-0008,10.42.106.116,NAM,web_portal,True,RESOURCE_ACCESS,success,cctv_nvr,False,0,1300857,
ACC004983,2019-04-07 14:21:22,ot057,ot_network_admin,employee,PIT-A,AST-0017,10.35.244.12,NAM,ssh_bastion,True,LOGOUT,success,file_share,False,3326,0,
ACC004984,2019-04-07 14:22:52,cont023,control_room_operator,employee,PIT-A,AST-0008,10.26.192.130,NAM,vpn_gateway,True,LOGOUT,success,erp,False,2458,0,
ACC004985,2019-04-07 14:25:24,main034,maintenance_engineer,employee,TAILINGS-01,AST-0094,10.38.32.6,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,telemetry_broker,False,0,2819635,
ACC004986,2019-04-07 14:26:26,main034,maintenance_engineer,employee,TAILINGS-01,AST-0094,10.38.32.6,NAM,ssh_bastion,True,LOGOUT,success,erp,False,2002,0,
ACC004987,2019-04-07 14:26:49,supe110,supervisor,employee,PIT-A,AST-0006,10.42.106.54,NAM,web_portal,True,RESOURCE_ACCESS,success,scada_hmi,False,0,2858311,
ACC004988,2019-04-07 14:32:48,supe107,supervisor,employee,HQ-WHK,AST-0175,10.51.246.152,NAM,web_portal,False,LOGIN_SUCCESS,success,maintenance_portal,False,3409,0,
ACC004989,2019-04-07 14:35:28,supe110,supervisor,employee,PIT-A,AST-0009,10.42.106.116,NAM,web_portal,True,LOGOUT,success,cctv_nvr,False,2761,0,
ACC004990,2019-04-07 14:39:01,vend070,vendor_technician,vendor,PIT-B,AST-0052,10.43.130.59,NAM,web_portal,False,LOGIN_FAILURE,failure,file_share,False,0,0,
ACC004991,2019-04-07 14:39:35,vend070,vendor_technician,vendor,PIT-B,AST-0033,10.43.130.59,NAM,web_portal,False,LOGIN_SUCCESS,success,erp,False,0,0,
ACC004992,2019-04-07 14:41:36,mine100,mine_planner,employee,CAMP-01,AST-0165,10.30.18.112,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,maintenance_portal,False,2827,0,
ACC004993,2019-04-07 14:42:27,cont083,contractor_surveyor,contractor,PORT-WVB,AST-0191,10.22.162.18,NAM,ot_jump_host,True,LOGOUT,success,cctv_nvr,False,2134,0,
ACC004994,2019-04-07 14:46:13,supe107,supervisor,employee,HQ-WHK,AST-0181,10.51.246.44,NAM,web_portal,False,RESOURCE_ACCESS,success,historian,False,0,1068066,
ACC004995,2019-04-07 14:55:56,it062,it_service_desk,employee,PORT-WVB,AST-0186,10.45.80.108,NAM,web_portal,False,LOGIN_SUCCESS,success,scada_hmi,False,4133,0,
ACC004996,2019-04-07 14:59:48,cont087,contractor_surveyor,contractor,PIT-B,AST-0035,10.48.153.49,NAM,vpn_gateway,True,LOGOUT,success,file_share,False,4064,0,
ACC004997,2019-04-07 15:01:08,cont020,control_room_operator,employee,PLANT-01,AST-0067,10.28.215.202,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,fleet_mgmt,False,4562,0,
ACC004998,2019-04-07 15:01:47,ot056,ot_network_admin,employee,WORKSHOP-01,AST-0146,10.51.35.87,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,scada_hmi,False,3232,0,
ACC004999,2019-04-07 15:02:39,cont080,contractor_surveyor,contractor,TAILINGS-01,AST-0120,10.30.64.206,NAM,rdp_broker,False,LOGIN_SUCCESS,success,cctv_nvr,False,2648,0,
ACC005000,2019-04-07 15:04:19,it062,it_service_desk,employee,PORT-WVB,AST-0184,10.45.80.79,NAM,web_portal,False,RESOURCE_ACCESS,success,scada_hmi,False,0,5355579,
ACC005001,2019-04-07 15:09:57,cont080,contractor_surveyor,contractor,TAILINGS-01,AST-0123,10.30.64.206,NAM,rdp_broker,False,RESOURCE_ACCESS,success,historian,False,0,5014646,
ACC005002,2019-04-07 15:10:15,mine103,mine_planner,employee,PORT-WVB,AST-0191,10.26.149.91,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,maintenance_portal,False,3196,0,
ACC005003,2019-04-07 15:13:05,supe107,supervisor,employee,HQ-WHK,AST-0175,10.51.246.44,NAM,web_portal,False,RESOURCE_ACCESS,success,cctv_nvr,False,0,3755575,
ACC005004,2019-04-07 15:15:16,mine100,mine_planner,employee,CAMP-01,AST-0163,10.30.18.131,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,maintenance_portal,False,0,1848389,
ACC005005,2019-04-07 15:15:35,main049,maintenance_engineer,employee,PIT-B,AST-0053,10.21.53.77,NAM,rdp_broker,True,LOGIN_SUCCESS,success,maintenance_portal,False,3298,0,
ACC005006,2019-04-07 15:20:53,mine103,mine_planner,employee,PORT-WVB,AST-0182,10.26.149.91,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,maintenance_portal,False,0,1414657,
ACC005007,2019-04-07 15:21:06,cont020,control_room_operator,employee,PLANT-01,AST-0067,10.28.215.202,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,2744320,
ACC005008,2019-04-07 15:25:01,mine100,mine_planner,employee,CAMP-01,AST-0161,10.30.18.131,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,plc_engineering_ws,False,0,750501,
ACC005009,2019-04-07 15:28:43,mine100,mine_planner,employee,CAMP-01,AST-0161,10.30.18.112,NAM,vpn_gateway,True,LOGOUT,success,erp,False,2827,0,
ACC005010,2019-04-07 15:29:37,supe107,supervisor,employee,HQ-WHK,AST-0174,10.51.246.44,NAM,web_portal,False,LOGOUT,success,historian,False,3409,0,
ACC005011,2019-04-07 15:31:36,ot051,ot_network_admin,employee,PIT-B,AST-0043,10.33.125.37,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,historian,False,2090,0,
ACC005012,2019-04-07 15:32:58,cont080,contractor_surveyor,contractor,TAILINGS-01,AST-0123,10.30.64.105,NAM,rdp_broker,False,RESOURCE_ACCESS,success,maintenance_portal,False,0,2557940,
ACC005013,2019-04-07 15:35:15,main049,maintenance_engineer,employee,PIT-B,AST-0055,10.21.53.77,NAM,rdp_broker,True,RESOURCE_ACCESS,success,erp,True,0,2302486,
ACC005014,2019-04-07 15:35:33,mine102,mine_planner,employee,CAMP-01,AST-0160,10.59.90.163,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,erp,False,3750,0,
ACC005015,2019-04-07 15:36:57,it062,it_service_desk,employee,PORT-WVB,AST-0193,10.45.80.108,NAM,web_portal,False,RESOURCE_ACCESS,success,file_share,False,0,286035,
ACC005016,2019-04-07 15:38:02,ot051,ot_network_admin,employee,PIT-B,AST-0062,10.33.125.11,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,historian,True,0,2864901,
ACC005017,2019-04-07 15:43:18,cont080,contractor_surveyor,contractor,TAILINGS-01,AST-0098,10.30.64.206,NAM,rdp_broker,False,RESOURCE_ACCESS,success,historian,False,0,1076185,
ACC005018,2019-04-07 15:44:46,mine102,mine_planner,employee,CAMP-01,AST-0164,10.59.90.163,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,cctv_nvr,False,0,1974534,
ACC005019,2019-04-07 15:45:22,ot056,ot_network_admin,employee,WORKSHOP-01,AST-0130,10.51.35.47,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,scada_hmi,False,0,4820117,
ACC005020,2019-04-07 15:46:47,cont080,contractor_surveyor,contractor,TAILINGS-01,AST-0098,10.30.64.206,NAM,rdp_broker,False,LOGOUT,success,historian,False,2648,0,
ACC005021,2019-04-07 15:48:04,main049,maintenance_engineer,employee,PIT-B,AST-0031,10.21.53.77,NAM,rdp_broker,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,615352,
ACC005022,2019-04-07 15:48:43,it066,it_service_desk,employee,PORT-WVB,AST-0189,10.33.114.229,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,cctv_nvr,False,1178,0,
ACC005023,2019-04-07 15:55:39,ot056,ot_network_admin,employee,WORKSHOP-01,AST-0132,10.51.35.54,NAM,vpn_gateway,True,LOGOUT,success,cctv_nvr,False,3232,0,
ACC005024,2019-04-07 15:59:04,it062,it_service_desk,employee,PORT-WVB,AST-0186,10.45.80.108,NAM,web_portal,False,RESOURCE_ACCESS,success,scada_hmi,False,0,4281594,
ACC005025,2019-04-07 15:59:13,main048,maintenance_engineer,employee,PLANT-01,AST-0064,10.20.194.48,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,cctv_nvr,False,5057,0,
ACC005026,2019-04-07 16:03:31,mine103,mine_planner,employee,PORT-WVB,AST-0193,10.26.149.91,NAM,ssh_bastion,True,LOGOUT,success,maintenance_portal,False,3196,0,
ACC005027,2019-04-07 16:04:49,it062,it_service_desk,employee,PORT-WVB,AST-0190,10.45.80.108,NAM,web_portal,False,LOGOUT,success,scada_hmi,False,4133,0,
ACC005028,2019-04-07 16:05:45,it066,it_service_desk,employee,PORT-WVB,AST-0188,10.33.114.229,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,plc_engineering_ws,False,0,810336,
ACC005029,2019-04-07 16:06:26,ot051,ot_network_admin,employee,PIT-B,AST-0062,10.33.125.37,NAM,vpn_gateway,True,LOGOUT,success,erp,False,2090,0,
ACC005030,2019-04-07 16:07:28,vend073,vendor_technician,vendor,PIT-B,AST-0040,10.40.31.183,NAM,vpn_gateway,True,LOGIN_FAILURE,failure,scada_hmi,False,0,0,
ACC005031,2019-04-07 16:08:21,it066,it_service_desk,employee,PORT-WVB,AST-0188,10.33.114.111,NAM,vpn_gateway,True,LOGOUT,success,plc_engineering_ws,False,1178,0,
ACC005032,2019-04-07 16:08:27,vend069,vendor_technician,vendor,WORKSHOP-01,AST-0124,10.32.16.10,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,maintenance_portal,False,2935,0,
ACC005033,2019-04-07 16:10:23,mine103,mine_planner,employee,PORT-WVB,AST-0184,10.26.149.91,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,maintenance_portal,False,2592,0,
ACC005034,2019-04-07 16:10:33,main049,maintenance_engineer,employee,PIT-B,AST-0053,10.21.53.77,NAM,rdp_broker,True,LOGOUT,success,historian,False,3298,0,
ACC005035,2019-04-07 16:13:56,mine101,mine_planner,employee,HQ-WHK,AST-0168,10.21.117.169,NAM,ot_jump_host,True,LOGIN_FAILURE,failure,erp,False,0,0,
ACC005036,2019-04-07 16:16:28,cont020,control_room_operator,employee,PLANT-01,AST-0070,10.28.215.202,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,3310324,
ACC005037,2019-04-07 16:16:54,mine101,mine_planner,employee,HQ-WHK,AST-0171,10.21.117.214,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,erp,False,0,0,
ACC005038,2019-04-07 16:17:10,cont020,control_room_operator,employee,PLANT-01,AST-0079,10.28.215.202,NAM,ot_jump_host,True,LOGOUT,success,historian,False,4562,0,
ACC005039,2019-04-07 16:20:12,vend075,vendor_technician,vendor,PIT-A,AST-0006,10.56.89.214,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,historian,False,4301,0,
ACC005040,2019-04-07 16:21:14,vend069,vendor_technician,vendor,WORKSHOP-01,AST-0135,10.32.16.10,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,telemetry_broker,False,0,8391,
ACC005041,2019-04-07 16:28:00,main048,maintenance_engineer,employee,PLANT-01,AST-0064,10.20.194.48,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,3521923,
ACC005042,2019-04-07 16:28:30,it068,it_service_desk,employee,HQ-WHK,AST-0171,10.34.120.15,NAM,rdp_broker,False,LOGIN_SUCCESS,success,maintenance_portal,False,268,0,
ACC005043,2019-04-07 16:30:32,it068,it_service_desk,employee,HQ-WHK,AST-0174,10.34.120.15,NAM,rdp_broker,False,RESOURCE_ACCESS,success,plc_engineering_ws,True,0,1835724,
ACC005044,2019-04-07 16:32:51,mine092,mine_planner,employee,PORT-WVB,AST-0190,10.55.107.111,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,plc_engineering_ws,False,1142,0,
ACC005045,2019-04-07 16:32:58,it068,it_service_desk,employee,HQ-WHK,AST-0180,10.34.120.15,NAM,rdp_broker,False,LOGOUT,success,maintenance_portal,False,268,0,
ACC005046,2019-04-07 16:33:48,supe113,supervisor,employee,TAILINGS-01,AST-0102,10.37.1.73,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,plc_engineering_ws,False,652,0,
ACC005047,2019-04-07 16:34:06,mine102,mine_planner,employee,CAMP-01,AST-0164,10.59.90.163,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,cctv_nvr,False,0,2115239,
ACC005048,2019-04-07 16:36:42,supe113,supervisor,employee,TAILINGS-01,AST-0093,10.37.1.144,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,erp,False,0,3723227,
ACC005049,2019-04-07 16:38:03,mine102,mine_planner,employee,CAMP-01,AST-0159,10.59.90.163,NAM,vpn_gateway,True,LOGOUT,success,cctv_nvr,False,3750,0,
ACC005050,2019-04-07 16:38:39,mine092,mine_planner,employee,PORT-WVB,AST-0192,10.55.107.188,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,plc_engineering_ws,False,0,1527189,
ACC005051,2019-04-07 16:39:57,vend072,vendor_technician,vendor,TAILINGS-01,AST-0102,10.26.30.173,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,plc_engineering_ws,False,5030,0,
ACC005052,2019-04-07 16:42:23,supe113,supervisor,employee,TAILINGS-01,AST-0093,10.37.1.73,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,erp,False,0,251910,
ACC005053,2019-04-07 16:44:03,supe113,supervisor,employee,TAILINGS-01,AST-0102,10.37.1.18,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,832241,
ACC005054,2019-04-07 16:44:40,supe113,supervisor,employee,TAILINGS-01,AST-0099,10.37.1.73,NAM,ot_jump_host,True,LOGOUT,success,fleet_mgmt,False,652,0,
ACC005055,2019-04-07 16:45:41,main036,maintenance_engineer,employee,PIT-B,AST-0032,10.57.170.43,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,historian,False,3175,0,
ACC005056,2019-04-07 16:46:37,cont021,control_room_operator,employee,PIT-B,AST-0044,10.46.125.22,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,scada_hmi,False,803,0,
ACC005057,2019-04-07 16:47:33,mine093,mine_planner,employee,HQ-WHK,AST-0175,10.45.70.17,NAM,rdp_broker,True,LOGIN_SUCCESS,success,historian,False,3185,0,
ACC005058,2019-04-07 16:48:41,mine093,mine_planner,employee,HQ-WHK,AST-0179,10.45.70.17,NAM,rdp_broker,True,RESOURCE_ACCESS,success,maintenance_portal,False,0,721668,
ACC005059,2019-04-07 16:49:35,it059,it_service_desk,employee,CAMP-01,AST-0157,10.46.74.160,NAM,ot_jump_host,False,LOGIN_SUCCESS,success,fleet_mgmt,False,2333,0,
ACC005060,2019-04-07 16:51:46,mine103,mine_planner,employee,PORT-WVB,AST-0194,10.26.149.91,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,telemetry_broker,False,0,4918041,
ACC005061,2019-04-07 16:51:53,mine092,mine_planner,employee,PORT-WVB,AST-0182,10.55.107.41,NAM,vpn_gateway,True,LOGOUT,success,plc_engineering_ws,False,1142,0,
ACC005062,2019-04-07 16:53:35,mine103,mine_planner,employee,PORT-WVB,AST-0186,10.26.149.91,NAM,ssh_bastion,True,LOGOUT,success,maintenance_portal,False,2592,0,
ACC005063,2019-04-07 16:54:44,mine093,mine_planner,employee,HQ-WHK,AST-0180,10.45.70.17,NAM,rdp_broker,True,RESOURCE_ACCESS,success,file_share,False,0,6135584,
ACC005064,2019-04-07 16:55:12,vend071,vendor_technician,vendor,TAILINGS-01,AST-0095,10.50.7.175,NAM,web_portal,True,LOGIN_SUCCESS,success,historian,False,2939,0,
ACC005065,2019-04-07 16:55:46,main034,maintenance_engineer,employee,TAILINGS-01,AST-0123,10.38.32.6,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,plc_engineering_ws,False,3349,0,
ACC005066,2019-04-07 16:57:02,vend072,vendor_technician,vendor,TAILINGS-01,AST-0102,10.26.30.173,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,1101337,
ACC005067,2019-04-07 16:57:14,vend072,vendor_technician,vendor,TAILINGS-01,AST-0120,10.26.30.173,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,plc_engineering_ws,False,0,3455735,
ACC005068,2019-04-07 16:57:22,vend069,vendor_technician,vendor,WORKSHOP-01,AST-0135,10.32.16.10,NAM,vpn_gateway,True,LOGOUT,success,telemetry_broker,False,2935,0,
ACC005069,2019-04-07 16:57:55,main044,maintenance_engineer,employee,PIT-A,AST-0026,10.37.178.211,NAM,web_portal,True,LOGIN_SUCCESS,success,scada_hmi,False,3487,0,
ACC005070,2019-04-07 16:58:19,vend072,vendor_technician,vendor,TAILINGS-01,AST-0102,10.26.30.173,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,scada_hmi,False,0,4361886,
ACC005071,2019-04-07 17:00:00,cont021,control_room_operator,employee,PIT-B,AST-0059,10.46.125.22,NAM,vpn_gateway,True,LOGOUT,success,scada_hmi,False,803,0,
ACC005072,2019-04-07 17:02:12,main044,maintenance_engineer,employee,PIT-A,AST-0028,10.37.178.211,NAM,web_portal,True,RESOURCE_ACCESS,success,erp,False,0,4808439,
ACC005073,2019-04-07 17:06:37,cont007,control_room_operator,employee,PIT-B,AST-0061,10.39.48.156,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,telemetry_broker,False,2529,0,
ACC005074,2019-04-07 17:07:33,vend075,vendor_technician,vendor,PIT-A,AST-0006,10.56.89.214,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,telemetry_broker,True,0,8349248,
ACC005075,2019-04-07 17:11:33,ot057,ot_network_admin,employee,PIT-A,AST-0005,10.35.244.12,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,file_share,False,690,0,
ACC005076,2019-04-07 17:12:01,cont014,control_room_operator,employee,TAILINGS-01,AST-0104,10.41.16.70,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,historian,False,1207,0,
ACC005077,2019-04-07 17:12:40,ot054,ot_network_admin,employee,PLANT-01,AST-0079,10.54.133.148,NAM,vpn_gateway,True,LOGIN_SUCCESS,success,historian,False,5554,0,
ACC005078,2019-04-07 17:13:06,main034,maintenance_engineer,employee,TAILINGS-01,AST-0096,10.38.32.6,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,erp,False,0,3148809,
ACC005079,2019-04-07 17:13:49,cont014,control_room_operator,employee,TAILINGS-01,AST-0119,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,1016162,
ACC005080,2019-04-07 17:14:18,cont007,control_room_operator,employee,PIT-B,AST-0036,10.39.48.156,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,file_share,True,0,6902200,
ACC005081,2019-04-07 17:15:53,vend075,vendor_technician,vendor,PIT-A,AST-0025,10.56.89.214,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,True,0,2633585,
ACC005082,2019-04-07 17:17:23,vend071,vendor_technician,vendor,TAILINGS-01,AST-0096,10.50.7.143,NAM,web_portal,True,RESOURCE_ACCESS,success,historian,False,0,1746665,
ACC005083,2019-04-07 17:18:50,main044,maintenance_engineer,employee,PIT-A,AST-0030,10.37.178.211,NAM,web_portal,True,RESOURCE_ACCESS,success,erp,False,0,2161463,
ACC005084,2019-04-07 17:19:08,vend071,vendor_technician,vendor,TAILINGS-01,AST-0101,10.50.7.143,NAM,web_portal,True,RESOURCE_ACCESS,success,telemetry_broker,False,0,415094,
ACC005085,2019-04-07 17:22:09,it059,it_service_desk,employee,CAMP-01,AST-0161,10.46.74.160,NAM,ot_jump_host,False,RESOURCE_ACCESS,success,plc_engineering_ws,False,0,1527774,
ACC005086,2019-04-07 17:22:22,cont014,control_room_operator,employee,TAILINGS-01,AST-0119,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,fleet_mgmt,False,0,4023922,
ACC005087,2019-04-07 17:22:55,ot057,ot_network_admin,employee,PIT-A,AST-0017,10.35.244.12,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,scada_hmi,False,0,777232,
ACC005088,2019-04-07 17:23:03,ot057,ot_network_admin,employee,PIT-A,AST-0017,10.35.244.12,NAM,ssh_bastion,True,LOGOUT,success,scada_hmi,False,690,0,
ACC005089,2019-04-07 17:23:30,main048,maintenance_engineer,employee,PLANT-01,AST-0068,10.20.194.48,NAM,ot_jump_host,True,LOGOUT,success,cctv_nvr,False,5057,0,
ACC005090,2019-04-07 17:23:31,it059,it_service_desk,employee,CAMP-01,AST-0162,10.46.74.137,NAM,ot_jump_host,False,RESOURCE_ACCESS,success,maintenance_portal,False,0,592614,
ACC005091,2019-04-07 17:23:43,main044,maintenance_engineer,employee,PIT-A,AST-0010,10.37.178.211,NAM,web_portal,True,RESOURCE_ACCESS,success,historian,False,0,3781409,
ACC005092,2019-04-07 17:28:22,cont007,control_room_operator,employee,PIT-B,AST-0045,10.39.48.243,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,telemetry_broker,True,0,6491517,
ACC005093,2019-04-07 17:28:28,it059,it_service_desk,employee,CAMP-01,AST-0162,10.46.74.137,NAM,ot_jump_host,False,LOGOUT,success,plc_engineering_ws,False,2333,0,
ACC005094,2019-04-07 17:30:33,cont014,control_room_operator,employee,TAILINGS-01,AST-0103,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,369578,
ACC005095,2019-04-07 17:30:56,mine093,mine_planner,employee,HQ-WHK,AST-0177,10.45.70.17,NAM,rdp_broker,True,LOGIN_SUCCESS,success,historian,False,2339,0,
ACC005096,2019-04-07 17:31:53,vend075,vendor_technician,vendor,PIT-A,AST-0017,10.56.89.214,NAM,ssh_bastion,True,LOGOUT,success,telemetry_broker,False,4301,0,
ACC005097,2019-04-07 17:32:08,cont014,control_room_operator,employee,TAILINGS-01,AST-0104,10.41.16.70,NAM,ssh_bastion,True,LOGOUT,success,fleet_mgmt,False,1207,0,
ACC005098,2019-04-07 17:35:17,cont014,control_room_operator,employee,TAILINGS-01,AST-0111,10.41.16.70,NAM,ssh_bastion,True,LOGIN_SUCCESS,success,fleet_mgmt,False,2358,0,
ACC005099,2019-04-07 17:36:06,cont014,control_room_operator,employee,TAILINGS-01,AST-0111,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,5015884,
ACC005100,2019-04-07 17:38:36,main036,maintenance_engineer,employee,PIT-B,AST-0049,10.57.170.162,NAM,ot_jump_host,True,LOGOUT,success,cctv_nvr,False,3175,0,
ACC005101,2019-04-07 17:39:06,cont014,control_room_operator,employee,TAILINGS-01,AST-0103,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,2618661,
ACC005102,2019-04-07 17:39:38,cont007,control_room_operator,employee,PIT-B,AST-0061,10.39.48.156,NAM,vpn_gateway,True,RESOURCE_ACCESS,success,cctv_nvr,True,0,2661245,
ACC005103,2019-04-07 17:40:38,mine093,mine_planner,employee,HQ-WHK,AST-0176,10.45.70.17,NAM,rdp_broker,True,LOGOUT,success,fleet_mgmt,False,3185,0,
ACC005104,2019-04-07 17:44:11,vend071,vendor_technician,vendor,TAILINGS-01,AST-0120,10.50.7.175,NAM,web_portal,True,LOGOUT,success,historian,False,2939,0,
ACC005105,2019-04-07 17:48:21,vend071,vendor_technician,vendor,TAILINGS-01,AST-0095,10.50.7.143,NAM,web_portal,True,LOGIN_SUCCESS,success,telemetry_broker,False,3423,0,
ACC005106,2019-04-07 17:48:46,cont007,control_room_operator,employee,PIT-B,AST-0062,10.39.48.156,NAM,vpn_gateway,True,LOGOUT,success,cctv_nvr,False,2529,0,
ACC005107,2019-04-07 17:50:52,vend071,vendor_technician,vendor,TAILINGS-01,AST-0116,10.50.7.143,NAM,web_portal,True,RESOURCE_ACCESS,success,historian,False,0,1260574,
ACC005108,2019-04-07 17:51:35,main034,maintenance_engineer,employee,TAILINGS-01,AST-0099,10.38.32.6,NAM,ssh_bastion,True,LOGOUT,success,telemetry_broker,False,3349,0,
ACC005109,2019-04-07 17:53:29,cont019,control_room_operator,employee,PIT-A,AST-0009,10.49.227.210,NAM,rdp_broker,False,LOGIN_SUCCESS,success,cctv_nvr,False,1337,0,
ACC005110,2019-04-07 17:53:49,main044,maintenance_engineer,employee,PIT-A,AST-0030,10.37.178.211,NAM,web_portal,True,RESOURCE_ACCESS,success,erp,False,0,5510603,
ACC005111,2019-04-07 17:56:02,main044,maintenance_engineer,employee,PIT-A,AST-0028,10.37.178.211,NAM,web_portal,True,LOGOUT,success,erp,False,3487,0,
ACC005112,2019-04-07 17:56:19,cont019,control_room_operator,employee,PIT-A,AST-0030,10.49.227.210,NAM,rdp_broker,False,RESOURCE_ACCESS,success,maintenance_portal,False,0,5596859,
ACC005113,2019-04-07 18:02:17,ot052,ot_network_admin,employee,PORT-WVB,AST-0192,10.24.91.83,NAM,rdp_broker,True,LOGIN_SUCCESS,success,file_share,False,5542,0,
ACC005114,2019-04-07 18:03:47,vend072,vendor_technician,vendor,TAILINGS-01,AST-0105,10.26.30.26,NAM,vpn_gateway,True,LOGOUT,success,fleet_mgmt,False,5030,0,
ACC005115,2019-04-07 18:06:43,cont014,control_room_operator,employee,TAILINGS-01,AST-0104,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,4806213,
ACC005116,2019-04-07 18:09:35,cont014,control_room_operator,employee,TAILINGS-01,AST-0098,10.41.16.70,NAM,ssh_bastion,True,RESOURCE_ACCESS,success,historian,False,0,1768010,
ACC005117,2019-04-07 18:09:55,mine093,mine_planner,employee,HQ-WHK,AST-0179,10.45.70.17,NAM,rdp_broker,True,LOGOUT,success,maintenance_portal,False,2339,0,
ACC005118,2019-04-07 18:14:35,cont014,control_room_operator,employee,TAILINGS-01,AST-0103,10.41.16.70,NAM,ssh_bastion,True,LOGOUT,success,historian,False,2358,0,
ACC005119,2019-04-07 18:15:46,cont019,control_room_operator,employee,PIT-A,AST-0009,10.49.227.210,NAM,rdp_broker,False,LOGOUT,success,telemetry_broker,False,1337,0,
ACC005120,2019-04-07 18:17:53,it061,it_service_desk,employee,CAMP-01,AST-0158,10.54.110.211,NAM,ot_jump_host,True,LOGIN_SUCCESS,success,scada_hmi,False,4929,0,
ACC005121,2019-04-07 18:24:04,it061,it_service_desk,employee,CAMP-01,AST-0158,10.54.110.211,NAM,ot_jump_host,True,RESOURCE_ACCESS,success,maintenance_portal,False,0,955410,
