2026-09-19 19:31:46,926 | INFO    | run_all | === s01  extract ATT&CK ICS text corpus
2026-09-19 21:02:34,365 | INFO    | s14_nlp | indicator extraction: precision=0.972 recall=0.997 f1=0.984 (tp=594 fp=17 fn=2)
2026-09-19 21:02:34,562 | INFO    | s14_nlp | ATT&CK enrichment: 225 of 320 tickets matched at similarity >= 0.15
2026-09-19 21:02:34,569 | INFO    | run_all | --- s14 finished in 0.4s
2026-09-19 21:02:34,569 | INFO    | run_all | === s15  predictive risk score and adversarial tests
2026-09-19 21:02:34,694 | INFO    | s15_risk | risk score ROC-AUC vs injected behaviour = 0.988; precision@20 = 0.75
2026-09-19 21:02:35,020 | INFO    | s15_risk | next-day early warning: ROC-AUC=0.528  precision@20=0.25  (base rate 0.082)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T0_baseline          unmodified held-out flows                            F1=0.9987 (+0.0000)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T1_drift_noise       multiplicative Gaussian noise, sigma=0.05            F1=0.9983 (-0.0004)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T1_drift_noise       multiplicative Gaussian noise, sigma=0.15            F1=0.9953 (-0.0033)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T1_drift_noise       multiplicative Gaussian noise, sigma=0.3             F1=0.9877 (-0.0110)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T2_evasion           attack flows padded x1.5 and slowed x2.0, conn_state F1=0.9986 (-0.0001)
2026-09-19 21:02:51,291 | INFO    | s15_risk | T2_evasion           attack flows padded x3.0 and slowed x5.0, conn_state F1=0.9982 (-0.0005)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T2_evasion           attack flows padded x6.0 and slowed x10.0, conn_stat F1=0.9977 (-0.0010)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T3_missing_data      10% of feature values lost                           F1=0.9906 (-0.0081)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T3_missing_data      25% of feature values lost                           F1=0.9499 (-0.0488)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T3_missing_data      50% of feature values lost                           F1=0.7728 (-0.2258)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T4_label_poisoning   5% of training labels flipped                        F1=0.9979 (-0.0008)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T4_label_poisoning   15% of training labels flipped                       F1=0.9944 (-0.0042)
2026-09-19 21:02:51,292 | INFO    | s15_risk | T4_label_poisoning   30% of training labels flipped                       F1=0.9582 (-0.0405)
2026-09-19 21:02:51,386 | INFO    | run_all | --- s15 finished in 16.8s
2026-09-19 21:02:51,386 | INFO    | run_all | === s12  intelligence requirements and products
2026-09-19 21:02:51,561 | INFO    | s12_intel | watchlist=115 accounts (56 with alerts); assets in scope=52; brief written
2026-09-19 21:02:51,562 | INFO    | s12_intel | ATT&CK mapping confidence: {'moderate': 6, 'low - reported for context only': 1}
2026-09-19 21:02:51,563 | INFO    | run_all | --- s12 finished in 0.2s
2026-09-19 21:02:51,563 | INFO    | run_all | === s16  architecture diagram
2026-09-19 21:02:52,044 | INFO    | s16_arch | architecture diagram written; 15 stages, all evidence files present: True
2026-09-19 21:02:52,045 | INFO    | run_all | --- s16 finished in 0.5s
2026-09-19 21:02:52,045 | INFO    | run_all | === nb  build the walkthrough notebook
2026-09-19 21:02:52,046 | INFO    | make_notebook | notebook written with 26 cells -> /home/claude/capstone/notebooks/capstone_walkthrough.ipynb
2026-09-19 21:02:52,046 | INFO    | run_all | --- nb finished in 0.0s
2026-09-19 21:02:52,046 | INFO    | run_all | === s20  compliance checklist C1-C10
2026-09-19 21:02:52,050 | INFO    | s20_compliance | compliance: {'COMPLETE': 10}
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C1   Security analytics lifecycle                  COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C2   Multi-source data (>=3, incl. identity/access COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C3   Data engineering and baseline                 COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C4   Machine learning (supervised + unsupervised)  COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C5   Security investigation                        COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C6   Security intelligence                         COMPLETE
2026-09-19 21:02:52,050 | INFO    | s20_compliance |   C7   Simulation of >=3 control scenarios           COMPLETE
2026-09-19 21:02:52,051 | INFO    | s20_compliance |   C8   Text mining / NLP                             COMPLETE
2026-09-19 21:02:52,051 | INFO    | s20_compliance |   C9   Predictive risk + >=3 adversarial tests       COMPLETE
2026-09-19 21:02:52,051 | INFO    | s20_compliance |   C10  Decision-support prototype                    COMPLETE
2026-09-19 21:02:52,051 | INFO    | run_all | --- s20 finished in 0.0s
2026-09-19 21:02:52,051 | INFO    | run_all | pipeline complete in 135.1s
2026-09-19 21:04:49,799 | INFO    | s17_member_a | data dictionary document written (153 columns documented)
2026-09-19 21:04:49,813 | INFO    | s17_member_a | model evaluation report written
2026-09-19 21:04:49,817 | INFO    | s17_member_a | experiment log written (23 entries)
2026-09-19 21:05:00,266 | INFO    | s17_member_a | data dictionary document written (153 columns documented)
2026-09-19 21:05:00,280 | INFO    | s17_member_a | model evaluation report written
2026-09-19 21:05:00,284 | INFO    | s17_member_a | experiment log written (23 entries)
2026-09-19 21:06:40,294 | INFO    | run_all | === s16  architecture diagram
2026-09-19 21:06:41,218 | INFO    | s16_arch | architecture diagram written; 15 stages, all evidence files present: True
2026-09-19 21:06:41,219 | INFO    | run_all | --- s16 finished in 0.9s
2026-09-19 21:06:41,219 | INFO    | run_all | === s17  Member A evidence pack (dictionary, evaluation, experiment log)
2026-09-19 21:06:41,253 | INFO    | s17_member_a | data dictionary document written (153 columns documented)
2026-09-19 21:06:41,269 | INFO    | s17_member_a | model evaluation report written
2026-09-19 21:06:41,272 | INFO    | s17_member_a | experiment log written (23 entries)
2026-09-19 21:06:41,272 | INFO    | run_all | --- s17 finished in 0.1s
2026-09-19 21:06:41,272 | INFO    | run_all | === nb  build the walkthrough notebook
2026-09-19 21:06:41,273 | INFO    | make_notebook | notebook written with 26 cells -> /home/claude/capstone/notebooks/capstone_walkthrough.ipynb
2026-09-19 21:06:41,273 | INFO    | run_all | --- nb finished in 0.0s
2026-09-19 21:06:41,273 | INFO    | run_all | === s20  compliance checklist C1-C10
2026-09-19 21:06:41,276 | INFO    | s20_compliance | compliance: {'COMPLETE': 10}
2026-09-19 21:06:41,276 | INFO    | s20_compliance |   C1   Security analytics lifecycle                  COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C2   Multi-source data (>=3, incl. identity/access COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C3   Data engineering and baseline                 COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C4   Machine learning (supervised + unsupervised)  COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C5   Security investigation                        COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C6   Security intelligence                         COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C7   Simulation of >=3 control scenarios           COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C8   Text mining / NLP                             COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C9   Predictive risk + >=3 adversarial tests       COMPLETE
2026-09-19 21:06:41,277 | INFO    | s20_compliance |   C10  Decision-support prototype                    COMPLETE
2026-09-19 21:06:41,277 | INFO    | run_all | --- s20 finished in 0.0s
2026-09-19 21:06:41,993 | INFO    | run_all | pipeline complete in 1.7s
